Name,Address,MOB.No,Alternate Mob,City,email,pincode,State,Branch type
PITAMBER SINGH,"PRITAM AYRVEDIC SHOP C/O AT ARNA KOTHI ROAD, KASTA CHOWK,SARAN,BIHAR",8235092274,,SARAN,,841311,BIHAR,DISTRICT
DEBASISH RAY DF,"RAY STORE C/O AT PUTIMARI,COOCHBEHAR,WEST BENGAL",9832402463,,COOCH BEHAR,,736135,WEST BENGAL,DISTRICT
DEV ENTERPRISES DF,"SATYANARAYAN KHATANA C/O AT OPPOSITE MAJI SA MANDIR, LAWANTA ROAD, PARBATSAR DIST NAGAUR, Nagaur, Rajasthan, 341512--08LNGPK7828A1ZR--",7357725027,,NAGAUR,,341512,RAJASTHAN,DISTRICT
PREET ENTERPRISES,"KAILASH SINGH RAJPUT C/O AT RAILWAY PULIYA KE NICHE,, RAILWAY PHATAK KE PASS, BASSI, Jaipur, Rajasthan, 303301--08AEBPR0738M1Z7 ---",7791997912,,JAIPUR,,303301,RAJASTHAN,DISTRICT
VARSHA SANTOSH CHAVAN,"VARSHA SANTOSH CHAVAN C/O AT SR.NO.99,GOPALPATTI,MANJARI BK,HAVELI,PUNE,MAHARASHTRA",9850854227,,PUNE,,412307,MAHARASHTRA,DISTRICT
KHUSHBOO,"DEVANSHI ENTERPRISES C/O AT MANDRELA MODE,NEAR OLD INIDIAN PUBLIC SCHOOL,WARD NO.31,CHIRAWA,JHUNJHUNUN,RAJASTHAN",9468677676,,CHIRAWA,,333026,RAJASTHAN,DISTRICT
RASHEE ENTREPRENEUR,"SHEEJA RAJAN NARAYAN C/O 27/856, OPP PUMP HOUSE, TAGORE NAGAR - 8, VIKHROLI EAST, Mumbai Suburban, Maharashtra, 400083--27AGTPN1160D1ZE---",9004115098,,MUMBAI,,400083,MAHARASHTRA,DISTRICT
KRISHANDEV SAH,"JAY MA KALI ASSOCIATE C/O AT JITHAKI,BAGMA,BHUTAHA CHOWK,MADHUBANI,BIHAR",8051663099,,MADHUBANI,,847108,BIHAR,DISTRICT
GUJAR BHARAT ASHOK DF,"MURALI MEGA MART C/O AT SHOP NO.3,OPPOSITE QUALITY OIL DEPO,KUNDAN COMPLEX,NEAR SUKKAR CHOWK,NEW TILAK ROAD,AHMEDNAGAR,MAHARASHTRA",8329398391,,AHMEDNAGAR,,414001,MAHARASHTRA,DISTRICT
BARNAWAL ENTERPRISES AND KIRANA STORE,"VISHAL BARNAWAL C/O AT ROADWAYS JIYANPUR, AZAMGARH, Azamgarh, Uttar Pradesh, 276001--09AMOPB1792N1ZH",7080769905,,AZAMGARH,,276001,UTTAR PRADESH,DISTRICT
CHAMNO,"VAIBHAV MUDGAL ENTERPRISES C/O AT HOUSE NO .47,GRAM MOVA,MAVANA,MEERUT,UTTAR PRADESH",8791719240,,MEERUT,,250401,UTTAR PRADESH,DISTRICT
GAYATRI ENTERPRISES DF,"ANANT DIGAMBAR CHANDRATRE C/O AT MITRA NAGAR,TARABAD ROAD,SATANA,MAHARASHTRA",9890590439,,SATANA,,423301,MAHARASHTRA,DISTRICT
YOGESH ASHOK KSHIRSAGAR,"YOGITA HERBAL CARE C/O AT KOREGAON BHIMA,TALUKA SHIRUR,PUNE.MAHARASHTRA",7028372469,,PUNE,,412216,MAHARASHTRA,DISTRICT
MUKESH KUMAR BHIWANI,"NANDINI HHI STORE C/O AT CHANDWAS(38),BHIWANI,HARYANA",9050270111,,BHIWANI,,127308,HARYANA,DISTRICT
APASARI HALWA,"APASARI MLM C/O AT SHASTRI NAGAR,4TH LANE,ROYET COLONY, WARD NO.22,RAYAGADA,ODISHA",6370988632,,RAYAGADA,,765002,ORISSA,DISTRICT
S R ENTEPRISES,"ROHINA SAMEER SAYYED C/O AT FLAT NO.2,SHABNAM APARTMENT,PAKHAL ROAD,NASHIK,MAHARASHTRA",9657509988,,NASHIK,,422006,MAHARASHTRA,DISTRICT
ANAND RAJU TAWASE,"ANAND RAJU TAWASE C/O AT PATTNKUDI,BELAUM,KARNATAKA",9503001626,,BELGAUM,,591238,KARNATAKA,DISTRICT
GAGANDEEP SHOPPY,"GAGANDEEP C/O AT SHIVE COLONY KHAITIAL ROAD,NEAR PETROL PUMP ,KARNAL,HARYANA",8307697889,,KARNAL,,132001,HARYANA,DISTRICT
SRIDEVI ENTERPRISES,"CHANDRIKA C/O AT 142/A, ANKADAKATTE, ANKADAKATTE KOTESHWARA, Udupi, Karnataka, 576222---29CFMPC0483G1ZE--",7829069493,,UDUPI,,576222,KARNATAKA,DISTRICT
SATYA PRAKASH JENA,"SATYA MEGA STORE C/O AT BAINCHUA,GOKAN,MAHANGA,CUTTACK,ODISHA",9938703404,,CUTTACK,,754206,ORISSA,DISTRICT
CHINMAY KUMAR MOHANTA,"SHOPPING SOLUTIONS C/O AT BARIPADA,MAYURBHANJ,ODISHA",7008910051,,MAYURBHANJ,,757001,ORISSA,DISTRICT
SHITAL VIKASRAO KHAJONE,"SHITAL VIKASRAO KHAJONE C/O AT CIVIL LINE,PARATWADA,AMRAVATI,MAHARASHTRA",9420190794,,AMRAVATI,,444805,MAHARASHTRA,DISTRICT
KAILASH CHAND SHARMA DF,"KAILASH CHAND SHARMA C/O AT JATAWALI,JAIPUR,RAJASTHAN",9414255969,,JAIPUR,,303806,RAJASTHAN,DISTRICT
ARJUN KUMAR DF,"ANANYA HEALTH CARE C/O AT ERTI,SHAMLI,UTTAR PRADESH",7351955651,,MUZAFFARPUR,,247774,UTTAR PRADESH,DISTRICT
SANKALP SALES,"JAYESH ARUNKUMAR GANDHI C/O AT OPP FIRKE HOSPITAL, CHALIS BIGHA, MALKAPUR, Buldhana, Maharashtra, 443101--27AIBPG5104G1ZS--",7020459597,,BULDHANA,,443101,MAHARASHTRA,DISTRICT
JASWANT SINGH GHALOT,"JASWANT SINGH GHALOT C/O AT HOUSE NO.15,BHATTU ROAD,FATEHABAD,HARYANA",9878687823,,FATEHABAD,,125050,HARYANA,DISTRICT
AMRISH SHUBASH TANEJA DF,"AMRISH SHUBASH TANEJA C/O AT MANORAMA NAYYAR,BEHAIN AKASHAWANI,SHASHTRI NAGAR,AKOLA,MAHARASHTRA",9923297469,,AKOLA,,444001,MAHARASHTRA,DISTRICT
MAHESH SHARMA,"SHARMA SHOPPY C/O AT CHANDBAD,DHANKHEDI,SEHORE,MADHYA PRADESH",9165478037,,SEHORE,,466001,MADHYA PRADESH,DISTRICT
AMAR SINGH PATELIYA,"AMAR SINGH PATELIYA C/O AT BARAI KHEDA,SHIVPURI,MADHYA PRADESH",9009402660,,SHIVPURI,,473885,MADHYA PRADESH,DISTRICT
USHASI SAHOO,"PRAGATI HHI MART C/O AT GELAPUR,GOPINATHPUR,DHAULI CHAKA,BHUBNESHWAR,KHORDA,ODISHA",9040224548,,KHORDHA,,751002,ORISSA,DISTRICT
VIJAYALAKSHMI,"VIJAYALAKSHMI POOJARI C/O AT GANESH KRUPA,BADA,BYNDOOR VILLAGE,UDUPI,KARNATAKA",9535621190,,UDUPI,,576214,KARNATAKA,DISTRICT
JANANI ENTERPRISE,"VISHWANATH KUNDAPURA C/O AT THE CANARA LAND INVESTMENT LTD,DOOR NO.16-444,1ST FLOOR,MANIPAL COMMERCIAL COMPLEX,MANIPAL,UDUPI,KARNATAKA,==29AUYPK7488A1ZU==",8748027573,,UDUPI,,576104,KARNATAKA,DISTRICT
LATABAI PRAKASH RATHOD,"LATABAI PRAKASH RATHOD C/O AT MUKRAMABA,MUKHED,NANDED,MAHARASHTRA",7875173077,,NANDED,,431715,MAHARASHTRA,DISTRICT
POONAM SHRIRANG WAGHUNDE DF,"KAVYA HERBAL CARE C/O AT SANASWADI,OPP.BHAIAVNATH TEMPLE,SHIRUR,PUNE,MAHARASHTRA",9623367104,,SHIRUR,,412208,MAHARASHTRA,DISTRICT
POLEY PAPERS & STATIONERS,"RAJESH KUMAR c/o AT 40B, PRIYADARSHI NAGAR BHAGWAT NAGAR KUMHRAR, PATNA, Patna, Bihar, 800026--10CWUPK0276Q1ZY --",8540835170,,PATNA,,800026,BIHAR,DISTRICT
PRAMODA VENKATRAMAN NAIK,"NARAYAN CLINICAL CLUB C/O AT SIDDAPUR,UTTAR KANNADA,KANNADA,KARNATAKA",9481635859,,KANNADA,,581355,KARNATAKA,DISTRICT
SIRASAPALLI DINESH,"SIRASAPALLI DINESH C/O AT 24-91-11-2,GONTINAVANIPALEM KANITHI ROAD,GAJUWAKA,VISAKHAPATNAM,ANDHRA PRADESH",8328213654,,VISAKHAPATNAM,,530026,ANDHRA PRADESH,DISTRICT
JOANMARY,"JOANMARY C/O AT 63 NESHVILLA ROAD,NEAR DUSTANA FACTORY,DEHRADUN,UTTRAKHAND",7505022699,,DEHRADUN,,248003,UTTARAKHAND,DISTRICT
ATMARAM VITHAL MATALAKAR,"ATMARAM VITHAL MATALAKAR C/O AT POST-MUDANA TA MAHAGAON,MUDANA,YAVATMAL,MAHARASHTRA",9423612829,,YAVATMAL,,445205,MAHARASHTRA,DISTRICT
SHANTANU KUMAR MOHANTA,"FREEDOM EXPRESS C/O AT BAHARAGORA ,EAST SINGHBHUM,JHARKHAND",8895109128,,SINGHBHUM,,832101,JHARKHAND,DISTRICT
G RAJAGOPALA REDDY,"G RAJAGOPALA REDDY C/O AT 131,STREET NO.710,RVC REVENUE COLONY,NEAR RAMALAYAM,ANANTHAPUR,ANDHRA PRADESH",9985995658,,ANANTAPUR,,515001,ANDHRA PRADESH,DISTRICT
PURNA BAHADUR SUNUWAR,"PURNA BAHADUR SUNUWAR C/O AT MOURAY BUSTY,KUMAI FOREST,DARJEELING,WEST BENGAL",8597076549,,DARJEELING,,735206,WEST BENGAL,DISTRICT
MEERA ENTERPRISES DF,"KRISHANGOPAL CHHOTELAL C/O AT H.NO-5253, AWADH NAGAR, PO-MIDC TARAPUR, BOISAR, Palghar, Maharashtra, 401506--27ACHPK9108L1Z8--",7719898428,,PALGHAR,,401506,MAHARASHTRA,DISTRICT
RAVINDRA GAJANANRAO DIGHORIKAR,"PARMATMA EK HHI SHOP C/O AT PLOT NO.334,GAROBA MAIDAN,BEHIND KANCHAN BAR,DIGHORIKAR SQUARE,NAGPUR,MAGARASHTRA",9823290263,,NAGPUR,,440008,MAHARASHTRA,DISTRICT
LASKAR ENTERPRISE,"REBUL HOQUE LASKAR C/O AT NA, AMRAGHAT ROAD, KABUGANJ BAZAR, Cachar, Assam, 788121--18AMQPL5961K1Z9 -",8638923143,,CACHAR,,788121,ASSAM,DISTRICT
PRABHUNATH SHYAMBIHARI GUPTA,"SHYAM BIHARI GUPTA C/O AT 28, ground, prabhunathgupta, CENTRAL PARK, near police booth, South Sikkim, Sikkim, 737126--11ACVPG1269N1Z9 --",8967177122,,SOUTH SIKKIM,,737126,SIKKIM,DISTRICT
RAJENDRA PRAJAPATI,"RAJENDRA PRAJAPATI C/O AT PANI KI TANKI KE PASS,CEMENT FACTORY,CHITTORGARH,RAJASTHAN",9887466233,,CHITTORGARH,,312021,RAJASTHAN,DISTRICT
AJAY KUMAR DF,"KHUSHI HHI MART C/O AT COLLEGE ROAD BIBIRANI,NEAR GOVT.SEN.SEC SCHOOL,BIBRANI,KOTKASIM,ALWAR,RAJASTHAN",9636122267,,ALWAR,,301702,RAJASTHAN,DISTRICT
MAHALAKSHMI GENERAL STORE,"JAGADISH VENKTA DEVADIGA C/O AT 32/02, SHRI VIGNESHWARA COMPLEX, NEAR N.H 66 HEMMADI CIRCLE, HEMMADI VILLAGE KUNDAPUR, Udupi, Karnataka, 576230-- 29APKPD1537Q1ZE--",7738277948,,UDUPI,,576230,KARNATAKA,DISTRICT
DINESH KUMAR DF,"DINESH KUMAR C/O AT CHOCOLATE PALM A-502,OMAXE PALM GREENS,SECTOR-MU,GREATER NOIDA,GAUTAM BUDH NAGAR,UTTAR PRADESH",9953459970,,GAUTAM BUDDHA NAGAR,,201310,UTTAR PRADESH,DISTRICT
SHRI KALIKAMBHA SWADESHI AND AYURVEDIC PRODUCT,"shashidhar acharya C/O AT 5-602/2G, kabettu, karkala, Udupi, Karnataka, 574104 ---29CAKPA1081M1ZJ--",8867502735,,UDUPI,,574104,KARNATAKA,DISTRICT
FAKKIRAPPA NINGAPPA TAVARGERI,"FAKKIRAPPA NINGAPPA TAVARGERI C/O AT H NO 180,KAMAM BEEDI,KOPPA INDOOR,MUNDGOD,UTTAR KANNADA,KARNATAKA",9731693243,,KANNADA,,571349,KARNATAKA,DISTRICT
PRAMILA PANDA,"PANDA TRADERS C/O AT THAKURKUNDA,MAYURBHANJ,ODISHA",7008307891,,MAYURBHANJ,,757038,ORISSA,DISTRICT
TULU CHATTERJEE,"TULU CHATTERJEE C/O AT ANIL APARTMENT 4 ND FLOOR,NEAR DURGA MANDIR,1 NO.MOHISHILA COLONY,SIMUL TALA,ASANSOL,BARDHAMAN,WEST BENGAL",9732202245,,BARDHAMAN,,713303,WEST BENGAL,DISTRICT
DADASAHEB VISHNUPANT KARANDE,"DADASAHEB VISHNUPANT KARANDE C/O AT D K PATIL NIWAS,ALANDI MARKAL ROAD,BEHIND SANSKAR GURUKUL SCHOOL,CHARHOLI KHURD ALANI,CHARHOLI,KHURD,PUNE,MAHARASHTRA",9881152030,,PUNE,,412105,MAHARASHTRA,DISTRICT
ABDUL KHALEK,"SAHIL ENTERPRISES C/O AT DAKHIN DAYALPUR,URIAMGHAT,GOLAGHAT,ASSAM",8135866480,,GOLAGHAT,,785601,ASSAM,DISTRICT
KAVITA SINGH,"SHRI BALA JI ENTERPRISES C/O AT PUTTHA,HALDAUR,BIJNORE,UTTAR PRADESH",8433412426,,BIJNORE,,246726,UTTAR PRADESH,DISTRICT
VINAYKUMAR BADRIPRASAD MISHRA,"VINAYKUMAR BADRIPRASAD MISHRA C/O AT GADEGAON,MANORA,WASHIM,MAHARASHTRA",9021007435,,WASHIM,,444404,MAHARASHTRA,DISTRICT
SANJAY KUMAR DF,"S S TRADERS C/O AT MANSERPUR,PAHARPUR,BIHPUR,BHAGALPUR,BIHAR",8298332130,,BHAGALPUR,,853201,BIHAR,DISTRICT
PRASHANT DILIP BHOGAL,"PRASHANT DILIP BHOGAL C/O AT BEHIND MARATHI SCHOOL,SANTAJI NAGAR,JAMKHED,AHMEDNAGAR,MAHARASHTRA",7385899825,,AHMEDNAGAR,,413201,MAHARASHTRA,DISTRICT
AMIT KUMAR PASWAN,"GAURI SHANKAR TRADERS C/O AT PANIPATTI WARD NO.1,BIRPUR,SUPAUL,BIHAR",7319777968,,SUPAUL,,854340,BIHAR,DISTRICT
M/S MALA ENTERPRISES,"LAL JAY KUMAR NATH SHAHDEO C/O AT SOSO MORE,LOHARDAGA ROAD,GUMLA,JHARKHAND GST NO === 20AWJPS5185P1ZU",9304826055,,GUMLA,,835207,JHARKHAND,DISTRICT
PRASHANT BHARGAVA,"PRASHANT BHARGAVA C/O AT 165 KITIYANI,MANDSAUR,MADHYA PRADESH",9425977749,,MANDSAUR,,458001,MADHYA PRADESH,DISTRICT
DEEPAK KUMAR BAGHEL,"DEEPAK KUMAR BAGHEL C/O AT BILALI,KHARGONE,MADHYA PRADESH",9584061670,,KHARGONE,,451335,MADHYA PRADESH,DISTRICT
SHIVISH KUMAR CHAUDHARY,"PARIDHI ENTERPRISES C/O AT BASWARIYA,MAIN ROAD,SITAMARHI,BIHAR",9650519350,,SITAMARHI,,843331,BIHAR,DISTRICT
MOHAMMAD SAFIQ,"MOHAMMAD SAFIQ C/O ATNEAR JANNT COLD STORE,UNNAO,SANDILA,HARDOI,UTTAR PRADESH",8176922394,,HARDOI,,241204,UTTAR PRADESH,DISTRICT
TAPAN KUMAR MAHATO DF,"SACHIN HHI SHOPPE C/O AT KATIN,BANGURDA,KAMALPUR,EAST SINGBHUM,SINGBHUM,JHARKHAND",9546408775,,SINGHBHUM,,832105,JHARKHAND,DISTRICT
JOGINDRA MAHARANA,"HHI DAILY NEEDS POINT C/O AT BADA DANDA STREET ,KUMARPANI,HINJILICUT,GANJAM,ODISHA",7789070105,,GANJAM,,761106,ORISSA,DISTRICT
SHRI HARI ENTERPRISES,"AAKASH BEHL C/O AT 3F/101, ,, NIT, Faridabad, Haryana, 121001--06AHIPB2739E1ZQ",9667224657,,FARIDABAD,,121001,HARYANA,DISTRICT
SHILABAI SHARAD VIRPANKAR,"SHILABAI SHARAD VIRPANKAR C/O AT HOUSEC NO51,RADHAI BUILDING,NEAR SCHOOL NO.17,BALIRAM PETH,JALGAON,MAHARASHTRA",7796263588,,JALGAON,,425001,MAHARASHTRA,DISTRICT
SHIVJI SAHNI,"SHIVJI ENTERPRISES C/O AT CHAKIA ,EAST CHAMPARAN,CHAMPARAN,BIHAR",9546816556,,CHAMPARAN,,843128,BIHAR,DISTRICT
AJIT KUMAR SAHA,"AJIT HERBAL SOTE C/O AT FATEHPUR WARD NO.2,BIRPUR,SUPAUL,BIHAR",7903979021,,SUPAUL,,854340,BIHAR,DISTRICT
RAJENDRA ROHIDAS MANE,"RUJUTA ENTERPRISES C/O AT FLAT NO.I-8,SECOND FLOOR ,DEW DROPS HSG SOC,SASWAD,PUNE,MAHARASHTRA",9604032239,,PUNE,,412301,MAHARASHTRA,DISTRICT
PARVEEN KUMAR SHARMA,"PARVEEN KUMAR SHARMA C/O AT HOUSE NO.1857,URBAN ESTATE,SECTOR 13,KARNAL,HARYANA",9416951719,,KARNAL,,132001,HARYANA,DISTRICT
TARA CHAND SAINI,"M/S SHREE MAHALAXMI AGENCY C/O AT MALIYO KA MOHALLA,BAGDI ROAD,PEEPLOO,TONK,RAJASTHAN",9460591595,,TONK,,304801,RAJASTHAN,DISTRICT
SATISH KUMAR DF,"SATISH KUMAR C/O AT DEV TRADING COMPANY,WARD NO.5,SURAJGARH MANDI,SURAJGARH,JHUNJHUNUN,RAJASTHAN",9783944209,,JHUNJHUNU,,333029,RAJASTHAN,DISTRICT
SANTOSH PANDHARINATH VARE,"SEJAL SERVICES C/O AT DIGHI ROAD,BOSHARI,PUNE,MAHARASHTRA",9765392553,,PUNE,,411039,MAHARASHTRA,DISTRICT
YOGESH DF,"YOGESH C/O AT GADDEHUNDI KANDALIKE,HOBALI B,MYSORE,KARNATAKA",9035348127,,MYSORE,,571121,KARNATAKA,DISTRICT
PRIYANKA PRIYADARSHINI SAHOO,"SHREE JAGNATH MEGA STORE C/O AT WARD NO.4,BACK OF CENTRAL,LODGE,BRAHMANIDEIPADA,ANUGUL,ODISHA",9437382773,,ANUGUL,,759122,ORISSA,DISTRICT
SUNIL GANGADHAR POPHALE,"SUNIL GANGADHAR POPHALE C/O AT BHIGWAN ROAD,BARAMATI,PUNE,MAHARASHTRA",7588292031,,PUNE,,413133,MAHARASHTRA,DISTRICT
NITYA RAJKONWAR,"GNM STORE C/O AT NAHARPUKHURI,BORHAT,CHARAIDEO,ASSAM",9101079366,,SIBSAGAR,,785693,ASSAM,DISTRICT
KULVINDER SINGH,"1313 HERBAL STORE C/O AT DEHAR,LALRU,SAS NAGAR,MOHALI,PUNJAB",7973808043,,SAS NAGAR,,140501,PUNJAB,DISTRICT
WILSON LAKRA,"WILSON LAKRA C/O AT NEW MARKET LINE,NAGRAKATA,JALPAIGURI,WEST BENGAL",7586983880,,JALPAIGURI,,735225,WEST BENGAL,DISTRICT
MD RUKNUDDIN DF,"MD RUKNUDDIN C/O AT BARA FALIMARI,BALAKUNDI,DINHATA,COOCH BEHAR,WEST BENGAL",8013843515,,COOCH BEHAR,,736173,WEST BENGAL,DISTRICT
SURENDER RAJ PAUDEL,C/O TIKA RAM PAUDEL HIMALI SAHID NAGAR ROAD NO 14 DARJEELING,7478665105,,ALIPUR,,734001,WEST BENGAL,DISTRICT
UTKARSH RAMESH JAGTAP,"UTKARSH RAMESH JAGTAP C/O AT OPP.JEJUI NAGARPALIKA,JEJURI,PUNE,MAHARASHTRA",9665594141,,PUNE,,412303,MAHARASHTRA,DISTRICT
R & R ENTERPRISES,"R & R ENTERPRISES C/O AT PLOT NO 27, GOPAL VIHAR, BARRA-6, Kanpur Nagar, Uttar Pradesh, 208027--09ABDFR4011Q1ZW--",9009999615,,KANPUR,,208027,UTTAR PRADESH,WAREHOUSE
THNANGJAM SANATHOI DEVI,"THNANGJAM SANATHOI DEVI C/O AT C/O AT NONGCHUP KAMENG MAMNG LEIKAI,LAMSHANG SUB-DIVISION,IMPHAL WEST,MANIPUR",9862923086,,IMPHAL,,795146,MANIPUR,DISTRICT
AVINASH KUMAR,"UMA & AMAR ENTERPRISES C/O AT GADAI SARAI,HAJIPUR SADAR,VAISHALI,BIHAR",7970329879,,VAISHALI,,844102,BIHAR,DISTRICT
OM MART,"SANTOSH SAHOO C/O MOUZA- ANDHIA, PLOT NO-2628, KHATA NO-633, JAGANNATH VIHAR COLONY, NIMAPARA, NIMAPARA, Puri, Odisha, 752106--21DTOPS0950P1Z3--",9556687831,,PURI,,752106,ORISSA,DISTRICT
AJAY SAH DF,"SATYAM ENTERPRISES C/O AT CHIRIYA ROAD,SAHIJANANA,NEAR OLD ITI,GARHWA,JHARKHAND",9304778739,,GARHWA,,822114,JHARKHAND,DISTRICT
VISHNU KUMAR JAISWAL,"VISHNU HHI SHOPPE C/O AT MUBARAKPUR,AZAMGARH,UTTAR PRADESH",7800036664,,AZAMGARH,,276404,UTTAR PRADESH,DISTRICT
PARVESH DF,"PALAK ENTERPRISES C/O AT SHOP NO,51,NEAR UNION BANK ATM,SECTOR 7,GOHANA,SONIPAT,HARYANA",9350001969,,SONIPAT,,131301,HARYANA,DISTRICT
MAINA JAGANNATH SALGAR,"VAISHNVI HERBAL & ORGANIC SHOPPY C/O AT DEVICHAMAL,KARMALA,SOLAPUR,MAHARASHTRA",7218874077,,KARMALA,,413203,MAHARASHTRA,DISTRICT
ANAND CENTRE,"ANAND PRASAD C/O AT RANIPOOL BAZAR, RANIPOOL NH 31A, GANGTOK, East Sikkim, Sikkim, 737135--11ANGPP1389L1ZR",8001882222,,GANGTOK,,737135,SIKKIM,DISTRICT
NAND KISHOR ROY,"NAND KISHOR ROY C/O AT WARD NO.02,KAMARGAMA,NEAR BRAHAMASTHAN,POST-TEERA JATMALPUR,THANA-KALYANPUR,SAMASTIPUR,BIHAR",9576839750,,SAMASTIPUR,,847301,BIHAR,DISTRICT
RUPESH KUMAR,"RIDHIKA ENTERPRISES C/O AT SHIV GANGA CHOWK MAINHI,AMAHI,GHOGHARDIHA,MADHUBANI,BIHAR",8340705776,,MADHUBANI,,847402,BIHAR,DISTRICT
BASANTA KR GOGOI DF,"DREAMZ C/O AT BABUPATTY,SIVASAGAR,ASSAM",9854026661,,SIBSAGAR,,785640,ASSAM,DISTRICT
ANANT KUMAR,"ANANT ENTERPRISES C/O AT NIRMALI,NEAR H.P.S COLLAGE GATE,SUPAUL,BIHAR",9102765065,,SUPAUL,,847452,BIHAR,DISTRICT
SARVESH KUMAR,"DHARMESH ENTERPRISES C/O AT PAKHANAHIYA,PELANWA,EAST CHAMPARAN,CHAMPARAN,BIHAR",6200242162,,CHAMPARAN,,845440,BIHAR,DISTRICT
ROOHULLAH ANSARI,"SONAM HERBAL C/O AT GULAM RASUL LANE MOJAHIDPUR GURHATTA,BEHIND UCO BANK,BHAGALPUR,BIHAR",9060363559,,BHAGALPUR,,812002,BIHAR,DISTRICT
VIKASH YADAV,"M ENTERPRISES C/O AT BETTIAH,WEST CHAMPARAN,CHAMPARAN,BIHAR",9973353693,,CHAMPARAN,,845305,BIHAR,DISTRICT
TRINAYAN PHUKAN,"PHUKAN ENTERPRISE C/O AT TEOK,JORHAT,ASSAM",8811988907,,JORHAT,,785112,ASSAM,DISTRICT
SRI SAI TRADING,"SHARAT SHARMA C/O AT AT-FLAT NO.B-502, BLOCK-E, FOREST RESIDENCY, NEAR CARMEL SCHOOL ROAD, Hazaribag, Jharkhand, 825301--20BKEPS4871C1ZE--",9078622939,,HAZARIBAGH,,825301,JHARKHAND,WAREHOUSE
DEEPAK MAHESH AGARWAL,"AGARWAL HHI SHOPEE C/O AT 10,MOROBO NIWAS,ROOM NO.1,TAJMAHALA,KELEWADI,SAI BABA MANDIR ,GIRGAON,MUMBAI,MAHARASHTRA",9969985073,,MUMBAI,,400004,MAHARASHTRA,DISTRICT
ANIL MOTILAL JAYASWAL,"AMBIKA NAGAR,MALKAPUR,CHANDUR,AKOLA,MAHARASHTRA",9011511914,,AKOLA,,444004,MAHARASHTRA,DISTRICT
OM PRAKASH,"OM PRAKASH C/O AT BARHA,RAJEEV COLONY,PILIBHIT,UTTAR PRADESH",9758746132,,PILIBHIT,,262001,UTTAR PRADESH,DISTRICT
MITALI SAHU,"VAISHNOVI ENTERPRISES C/O AT PLOT NO-484, BALITOTA SAHI, LANE-2, NILAKANTHA NAGAR, PS-NAYAPALLY , CITY- BHUBANESWA,KHORDA,ODISHA",9124982211,,BHUBANESWAR,,751012,ORISSA,DISTRICT
PRUSTY TRADERS,"DWITI RANJAN PRUSTY C/O AT 471/140, LILABATI BHAWAN, AT/PO- BAIDYARAJPUR, JAJPUR TOWN,- Jajpur, Odisha, 755007--21BUKPP6457R1ZS --",9439631628,,JAJPUR,,755007,ORISSA,DISTRICT
MINA KAILAS VINCHANKAR,"MINA KAILAS VINCHANKAR C/O AT DAHIGAON,BULDHANA,MAHARASHTRA",9421472752,,BULDHANA,,443404,MAHARASHTRA,DISTRICT
SHASHIKANT UKHARDA KSHIRSAGAR,"SHASHIKANT UKHARDA KSHIRSAGAR C/O AT MANDAKA,GONDHANAPUR,BULDHANA,MAHARASHTRA",8087304498,,BULDHANA,,444303,MAHARASHTRA,DISTRICT
SUNITA CHOPRA,"M/S SATYAM MEDIWAYS C/O AT NEAR EXTREME GYM,DHILLON COMPLEX,MAJITHIA ENCLAVE,PATIALA,PUNJAB",9216509945,,PATIALA,,147001,PUNJAB,DISTRICT
DEVJI AMARSHI LIMBAD,"DEVJI AMARSHI LIMBAD C/O AT JANIYA PATEL CHAWL,JANIA COMPOUND,NANJI WADI,BIHARI TEKDI ROAD,POISAR,KANDIVALI EAST,MUMBAI,MAHARASHTRA",7400232743,,MUMBAI,,400101,MAHARASHTRA,DISTRICT
CHETAN TRILOKCHAND PAGARIYA,"SHRI GURU GANESH SALES C/O AT BIRLA COLONY,NEAR GANPATI MANDIR,MALAKPUR,BULDHANA,MAHARASHTRA",7756918952,,BULDHANA,,443101,MAHARASHTRA,DISTRICT
CHHITARLAL,"CHHITARLAL C/O AT FATEHGARH,,BAMORI,GUNA,MADHYA PRADESH",9907203371,,GUNA,,473105,MADHYA PRADESH,DISTRICT
B.LALHMANGAIHZUALI,"B.LALHMANGAIHZUALI C/O AT 43,MEDICAL ROAD,NEAR GOVT HIGH SCHOOL,BUALPUI NG W,LAWNGTLAI,MIZORAM",9612035037,,LAWNGTLAI,,796901,MIZORAM,DISTRICT
HUIDROM RANJANA DEVI,"HUIDROM RANJANA DEVI C/O AT IMPHAL,IMPHAL WEST,MANIPUR",6033893742,,IMPHAL,,795001,MANIPUR,DISTRICT
MAYUR BABASAHEB PATHARE,"AAROHI ENTERPRISES MIRAJGAON C/O AT THITESANGAVI,AHMADNAGAR,MANDAVGAN,MAHARASHTRA",9075598685,,AHMEDNAGAR,,414101,MAHARASHTRA,DISTRICT
GURUPRASAD HARLE,"SRICHARANA ENTERPRISES C/O AT SRIMANJUNATH COMPLEX,LIONS CIRCLE,CHARA,HEBRI TALUKH,UDUPI,KARNATAKA",9663852490,,UDUPI,,576112,KARNATAKA,DISTRICT
BIBHUDHENDRA SAHOO,"OMM ENTERPRISES C/O AT KISHOREGANJ,BOINDA,ANGUL,ODISHA",7894323506,,ANGUL,,759127,ORISSA,DISTRICT
